iter,time,reward,steps,convergence
1,0.0009638479999694027,-1606.19,298.07,93.51
2,0.001847975999908158,-1247.06,298.87,88.02000000000001
3,0.002797634999865295,-1283.94,300.0,82.1331
4,0.0036587469998039523,-1323.22,298.97,76.6431
5,0.004862768999714717,-1209.97,300.0,70.7121
6,0.005792201999724966,-520.36,300.0,65.22210000000001
7,0.0066646189997072725,-1065.08,299.28,57.6710981538218
8,0.0075023959997224665,-451.55,300.0,47.84399816430605
9,0.008369126999696164,-352.3,300.0,39.54787916424
10,0.009434730999714702,-335.34,300.0,30.575495247985536
11,0.010363332999645536,-517.37,300.0,26.170958572033054
12,0.01193760099965857,-433.05,300.0,28.494000764076155
13,0.012751750999655087,-555.43,299.37,29.416410764076158
14,0.013569321999739259,-380.59,300.0,29.416410764076158
15,0.014434041999720648,-663.03,299.56,26.964854205067162
16,0.015540186999714933,-393.38,300.0,26.484164205067156
17,0.016369542999768782,-443.68,300.0,25.601380748316465
18,0.01720212699979129,-381.54,300.0,30.463990737832216
19,0.018274594999866167,-385.27,300.0,30.36488992894234
20,0.019164231999866388,-386.49,300.0,34.51319112696064
21,0.01998318399978416,-312.55,300.0,36.0268507334258
22,0.021495066999818846,-301.88,300.0,30.831479570904342
23,0.022670231999882162,-348.43,300.0,27.36704400703433
24,0.023483628999883877,-437.41,300.0,25.18474436300778
25,0.024414888999785944,-348.8,300.0,25.3103690798744
26,0.025248145999853477,-321.2,300.0,21.50992713641029
27,0.02646335399981581,-420.67,300.0,21.647562483175687
28,0.027401236999821776,-668.25,299.52,21.61933675435872
29,0.0282305959998439,-318.71,300.0,22.28487310038296
30,0.029231466999817712,-563.77,299.69,19.818955818619127
31,0.030088650999914535,-507.61,300.0,22.976691888106437
32,0.030928648999861252,-379.02,300.0,24.127732818223894
33,0.03176232799989975,-384.17,300.0,25.52000573492356
34,0.03259702899981676,-899.82,300.0,27.868304420050116
35,0.033580844999846704,-991.02,299.13,31.18806277009322
36,0.0345124489998625,-410.45,300.0,32.95957961079195
37,0.03548550499988323,-308.23,300.0,33.072386854032715
38,0.03636868699993556,-332.71,300.0,33.12154080595416
39,0.037193713999954525,-330.11,300.0,32.96705330712778
40,0.03882034000002932,-476.0,300.0,32.56836644637012
41,0.03964584000004834,-306.11,300.0,29.800039656890448
42,0.04065617900005236,-329.03,300.0,28.28715815064921
43,0.041736564000075305,-380.92,300.0,27.430924851100094
44,0.04264351400013311,-322.23,300.0,24.553320152162158
45,0.043716077000226505,-312.2,300.0,19.741961414940068
46,0.04489733100024296,-302.78,300.0,18.819471719694302
47,0.04587801700017735,-305.21,300.0,17.11896269303461
48,0.046754201000112516,-415.91,300.0,17.091854720020724
49,0.04767061100017145,-302.08,300.0,15.086268640122345
50,0.04913085000009687,-300.26,300.0,13.01533291909982
51,0.05176035600004525,-310.04,300.0,11.113569255247654
52,0.05285595700013346,-324.53,300.0,11.833046715969658
53,0.0536948820000589,-317.41,300.0,10.675099792656331
54,0.05455140699996264,-415.93,300.0,11.100374753247225
55,0.05602518800003509,-402.19,300.0,12.386505207687895
56,0.056836779000036586,-301.25,300.0,16.392839544125994
57,0.057662567000079434,-300.62,300.0,16.40629645439596
58,0.05888542600018809,-327.34,300.0,12.836405455006433
59,0.05983130500021616,-303.24,300.0,14.092806327982515
60,0.06139726000014889,-309.82,300.0,14.847516606628721
61,0.06297560300015448,-532.26,299.72,23.180058059960555
62,0.06380244000013136,-414.18,300.0,25.666126594072068
63,0.0655447860001459,-344.08,300.0,25.54513979937205
64,0.06636488800018014,-446.51,300.0,27.373223047708173
65,0.06717493800022112,-404.19,300.0,27.23479108603407
66,0.06800524600021163,-322.9,300.0,23.063917321081597
67,0.06912622500021826,-303.14,300.0,23.109678279740507
68,0.07071567900015907,-339.14,300.0,22.658763494072225
69,0.07175876100018286,-328.69,300.0,24.527222541633705
70,0.0726013910001484,-347.97,300.0,25.021461694177102
71,0.07346029100017404,-309.73,300.0,18.263891671597115
72,0.07429829500017604,-359.83,300.0,14.701805649453513
73,0.07514129400010461,-309.75,300.0,18.386754805163257
74,0.07595900800015443,-379.96,300.0,15.304773184930701
75,0.07677457300019341,-437.29,300.0,22.29885171562581
76,0.07766597800014097,-305.57,300.0,23.13556281609099
77,0.07851389500012829,-311.35,300.0,24.712796912654984
78,0.0793950310001037,-329.02,300.0,24.60371884449694
79,0.08089004600003591,-438.66,300.0,24.14167247951434
80,0.08245600500004002,-795.27,298.21,25.12176727597012
81,0.08327744799998982,-302.69,300.0,30.550567279044184
82,0.08475431299996217,-302.27,300.0,30.44859440005148
83,0.08556529700001647,-306.1,300.0,26.26399033789877
84,0.08661008900003253,-300.71,300.0,25.452780734662635
85,0.08778290500004005,-412.56,300.0,20.302082835297902
86,0.08937195500004691,-724.56,297.18,21.42661716704624
87,0.09045186500009095,-503.84,300.0,22.678461778646245
88,0.09126565000008213,-394.9,300.0,23.511295022180608
89,0.09210041900007582,-629.73,298.93,29.070300066712257
90,0.09350698500009003,-868.37,299.37,31.14283742084706
