iter,time,reward,steps,convergence
1,0.016850302999998235,-1753.8,297.56,89.59
2,0.022614551999993182,-1380.74,297.29,80.17999999999999
3,0.033196050999990234,-976.88,299.35,70.77
4,0.035562020000000416,-943.41,298.25,61.40850999999999
5,0.038100779999993506,-991.25,298.36,51.99850999999999
6,0.0402562630000034,-1014.82,298.59,42.588509999999985
7,0.04203183100000274,-949.96,297.78,33.20970007759447
8,0.044625401999994097,-962.45,298.08,23.615400444038652
9,0.04734485999999549,-821.98,294.7,14.205400444038654
10,0.05595667800000115,-803.05,297.13,4.795400444038654
11,0.057165621999999416,-344.54,299.39,4.540300444038654
12,0.06265347599999416,-370.83,300.0,4.129598549911961
13,0.0636803689999823,-304.93,300.0,3.6504673052270973
14,0.06477092699998366,-301.43,300.0,3.206116464131493
15,0.06580773299998555,-301.97,300.0,2.8085612031247296
16,0.07538766299998656,-793.61,300.0,2.857071203124728
17,0.08090241899998318,-319.43,300.0,2.430835189725863
18,0.08288631599997132,-300.73,300.0,2.6151348232816956
19,0.08704586899997935,-316.42,300.0,2.2030182811154817
20,0.08799705699998128,-377.66,300.0,2.2030182811154817
21,0.08893038399997977,-360.86,300.0,2.053112652623722
22,0.09088370099998144,-440.31,300.0,2.263578987540548
23,0.09194552899998598,-364.7,300.0,2.2732930975519468
24,0.09287017099998707,-392.84,300.0,2.273648046219667
25,0.09386374799998976,-393.35,300.0,2.2763573546871996
26,0.0948020039999875,-328.16,300.0,1.8285794728386549
27,0.10025916999998685,-423.83,300.0,2.262918508643037
28,0.10147289099998602,-518.79,300.0,2.262918508643037
29,0.10241100599998276,-493.16,299.55,2.277693500203277
30,0.10359194499999091,-466.54,299.24,1.7880826732700996
31,0.10456310699998994,-381.38,300.0,1.799997249442501
32,0.10639278499999705,-423.59,300.0,2.0002328086523677
33,0.10746982400000604,-442.58,300.0,2.296444189477799
34,0.10844432499999357,-304.06,300.0,2.294764545316782
35,0.10939466699998945,-301.04,300.0,2.489320497856012
36,0.11038642100000118,-303.59,300.0,2.422891979781295
37,0.11260393099999533,-304.54,300.0,1.915630882582765
38,0.11368313999999202,-309.38,300.0,1.5257267902588993
39,0.11640980999999329,-320.35,300.0,1.51417212806695
40,0.1191869999999966,-346.41,299.2,1.6047834200250493
41,0.12057616600000642,-483.41,300.0,1.8137241781848927
42,0.12161249900000826,-472.92,300.0,1.6338451139565109
43,0.1231821590000095,-533.69,300.0,1.8070508678045443
44,0.12506359500001452,-615.68,300.0,1.7677724943487703
45,0.12698214900001403,-323.4,300.0,1.488087380684044
46,0.12854550100001916,-371.44,300.0,1.5122180578463884
47,0.12964850000001604,-361.49,299.8,1.587742454211731
48,0.13063132200001348,-335.39,300.0,1.4943437898475949
49,0.13162100600001736,-332.16,300.0,1.4171610199209126
50,0.13258330100002524,-306.21,300.0,1.4219437434618853
51,0.13434127700001852,-305.39,300.0,1.117819903285286
52,0.13703345000001832,-309.95,300.0,0.8827049947570842
53,0.13804465000001187,-330.77,300.0,0.40954635424862573
