iter,time,reward,steps,convergence
1,0.001961945999994441,-1776.3,297.33,93.51
2,0.003129388999980165,-1570.59,299.26,88.02000000000001
3,0.005328266999981679,-1313.22,299.12,82.53
4,0.006193600000017341,-834.61,298.56,80.96931000000001
5,0.007102685000006659,-719.32,300.0,73.67931000000002
6,0.007926691000022856,-860.32,299.21,68.539411521
7,0.00935126800004582,-490.32,300.0,60.09245513100001
8,0.010193604000050982,-404.18,299.19,58.257175131
9,0.011011415000041325,-493.3,300.0,56.696485130999996
10,0.01223459600004162,-500.83,300.0,50.764903845341294
11,0.013052703000028032,-301.16,300.0,48.53474724176401
12,0.013898697999991327,-379.5,300.0,49.03268791404249
13,0.014728758999979163,-740.0,297.56,52.561753721561146
14,0.01606899699999076,-469.62,299.9,52.561753721561146
15,0.016908516999990297,-407.19,299.68,52.61688393480741
16,0.017734673999996176,-500.07,300.0,52.19835204619035
17,0.01858210800003235,-335.78,300.0,58.25068742808509
18,0.019396212999993168,-308.45,300.0,51.780888611003526
19,0.020771158000002288,-299.45,300.0,44.217917351401454
20,0.021580496000012772,-303.6,300.0,41.85246324404391
21,0.02278905399998621,-313.58,300.0,39.67953609163829
22,0.023610899999994217,-317.14,300.0,36.250691501532266
23,0.02468385899999248,-345.42,300.0,29.89496723836815
24,0.025670807999972567,-388.88,300.0,30.955293377993552
25,0.02649399799997809,-355.78,300.0,33.203818527535304
26,0.027368131000002904,-358.08,300.0,29.685138170538266
27,0.028319447999990643,-304.73,300.0,24.34038262179383
28,0.02971336899997823,-320.06,300.0,23.64394757871394
29,0.030542596999964644,-355.4,300.0,23.80138284004415
30,0.03136577599997281,-535.23,298.83,30.537728233060392
31,0.032919019999951615,-385.07,300.0,34.9793231563533
32,0.03411552399990114,-438.71,300.0,38.25548574772735
33,0.03495228499991754,-906.2,299.61,43.15417361337282
34,0.03589756899992835,-344.04,300.0,38.69004747374741
35,0.03673737599990545,-427.14,300.0,35.79468660654077
36,0.03755488199993806,-314.09,300.0,35.91737461384308
37,0.03887758199994096,-441.6,300.0,36.33886696185121
38,0.040279020999946624,-522.33,298.71,38.46478288893388
39,0.041110640999932,-556.21,299.96,41.94100888720574
40,0.04194913299994596,-338.92,300.0,38.4921903811754
41,0.042842760999974416,-361.74,300.0,36.765624461933996
42,0.04368245500000967,-361.15,300.0,33.965361415910536
43,0.04451368299999103,-318.35,300.0,29.19103771893726
44,0.045434967999995024,-395.04,300.0,35.69056208629067
45,0.04625119499996799,-305.74,300.0,35.337682144923534
46,0.04720229399998743,-312.14,300.0,36.01556872005157
47,0.04801385599995456,-313.1,300.0,34.8653193217805
48,0.04916759599996112,-809.29,297.6,42.45350724137099
49,0.05007380500001091,-416.8,300.0,45.77848212128746
50,0.05094747499998675,-444.5,300.0,42.78705219831715
51,0.0518805099999895,-546.49,299.63,42.69970991473438
52,0.05276620699999057,-561.95,300.0,43.51457499693721
53,0.053589759999965736,-601.53,300.0,43.534279620958664
54,0.054702506999944944,-647.28,297.48,37.034755253605255
55,0.0555300659999034,-456.38,300.0,37.67679203669881
56,0.05646709299992381,-404.78,299.16,40.47952799888255
57,0.05728836699995554,-411.49,300.0,41.65022829564206
58,0.05820189499996786,-743.8,300.0,39.376948309130356
59,0.0590455219999626,-795.71,300.0,36.7344456991386
60,0.060574921999943854,-302.25,300.0,36.94250881385527
61,0.06141287299993792,-321.33,300.0,34.455049374080325
62,0.062422449999985474,-316.11,300.0,34.528264540201945
63,0.06338358199997174,-500.63,300.0,34.705251142359984
64,0.06419581799997331,-343.36,300.0,31.807981281562586
65,0.06503127699994593,-340.73,300.0,31.57164404050291
66,0.06614566099989361,-648.77,298.88,36.190843566972
67,0.06697506299991574,-540.96,300.0,41.15574247861003
68,0.06779454199988777,-658.0,299.0,34.21242146812548
69,0.0687233409998953,-552.06,299.06,34.007227536596105
70,0.06955332799992675,-737.8,299.44,40.18619702919261
71,0.07038545299997168,-460.57,300.0,42.68442048168073
72,0.07130255499998839,-466.95,299.99,42.06529520126328
73,0.07216112699995847,-567.2,298.88,44.79130579499222
74,0.07298511499993765,-720.79,298.69,51.09237565578961
75,0.0738995939998972,-379.13,300.0,49.04862250541322
76,0.07472677899988867,-353.27,299.86,44.37353315894413
77,0.07554372199990667,-317.83,300.0,39.48218900088723
78,0.07639279499989016,-330.26,300.0,39.81228667157775
79,0.07728108599991401,-326.0,300.0,34.93863258731763
80,0.07810210699989284,-348.27,300.0,31.073033007951516
81,0.07938979499988363,-302.51,300.0,29.318693725632954
82,0.08020751799989512,-301.74,300.0,27.1062655897859
83,0.08102456999989727,-519.38,299.27,31.24826588618101
84,0.08213346899987073,-602.75,300.0,29.96942762778833
85,0.08301850899988494,-368.32,300.0,38.67343978669525
86,0.08384106699992344,-381.21,300.0,36.09304941103859
87,0.08465907399994421,-299.99,300.0,35.773661907627876
88,0.08552270999996381,-358.94,300.0,36.28651530865538
89,0.08640252599997211,-344.02,300.0,38.213826028627004
90,0.08797676899996532,-393.11,300.0,42.12052479303505
91,0.08924140199997055,-441.53,300.0,46.84358000233593
92,0.09031590799997957,-345.27,300.0,48.307352068820464
93,0.09119349899998497,-354.91,300.0,41.189722970784445
94,0.0920151169999599,-521.15,300.0,39.26879691311444
95,0.09283872599996812,-375.0,300.0,32.23631325157642
96,0.09371039199993447,-474.37,300.0,34.58841013974257
97,0.09469830599994111,-513.71,300.0,37.11673349456513
98,0.09552728799991428,-303.71,300.0,36.516694322939024
99,0.09638761799993745,-472.72,299.48,35.5295249977829
100,0.0972438379999403,-321.2,300.0,30.18495704186131
101,0.09812693599991462,-469.61,300.0,27.385930394494558
102,0.09904728299989074,-370.12,300.0,26.849630619663326
103,0.10006815099990263,-316.98,300.0,30.729317640381275
104,0.10090356999990036,-333.67,300.0,27.44790731705035
105,0.10220360399989659,-299.63,300.0,25.8225741482181
106,0.10302865999989308,-661.57,299.09,29.944337124708614
107,0.10384622699990587,-331.37,300.0,25.089760695253585
108,0.10549695899993594,-342.25,300.0,24.94532839493412
109,0.10707175099992128,-329.68,300.0,28.79982941088527
110,0.10789588799997318,-383.04,300.0,27.997681795627688
111,0.10870805999996946,-525.64,299.31,28.60184043187624
112,0.11018137100001013,-383.12,300.0,34.77970607493899
113,0.11105478000001767,-325.08,300.0,32.47204742005932
114,0.11188157800006593,-323.93,300.0,34.21911287147782
115,0.11279662100008636,-333.44,300.0,41.57708958784967
116,0.11372818200010215,-413.49,300.0,39.67628418324652
117,0.11454057000008788,-303.81,300.0,43.86952099587588
118,0.11553164300011076,-324.2,300.0,42.3859730876448
119,0.11635591200007411,-302.33,300.0,42.67730305969441
120,0.11731509800006279,-349.4,300.0,45.204288696520976
121,0.11812986400008185,-300.62,300.0,44.01476804127318
122,0.11894720800006553,-301.52,300.0,37.634811879565206
123,0.12028296100004354,-351.75,300.0,36.99862716882318
124,0.12110617500007947,-310.36,300.0,34.217055582192174
125,0.1220321650000642,-311.82,300.0,27.611241821609184
126,0.12293812100006107,-302.37,300.0,22.100841895799324
127,0.12376903100005165,-311.98,300.0,18.902030888848884
128,0.1253539920000435,-309.62,300.0,18.998278147995116
129,0.12743130100005828,-379.08,300.0,15.889613112903723
130,0.1282584600000405,-400.81,300.0,15.840036977002118
131,0.12908053600006042,-338.73,300.0,20.493393906481288
132,0.1305811460000541,-361.01,300.0,27.2679601001481
133,0.13141666600006374,-300.26,300.0,26.626762421276588
134,0.13225419300005115,-311.84,300.0,26.662510867739307
135,0.13309924200007117,-357.07,300.0,28.319556598069106
136,0.13392008500011343,-342.33,300.0,32.34060888068327
137,0.13474334000011368,-352.07,300.0,34.740624715319896
138,0.13633171300011782,-402.54,300.0,39.28132811037439
139,0.13737056200011466,-340.43,300.0,38.95904732837813
140,0.1383434530001182,-427.24,300.0,42.640073960829874
141,0.13932358300007763,-418.66,300.0,37.28229995805686
142,0.1405596160000755,-423.67,299.93,31.910568077894833
143,0.1414374060000796,-305.97,300.0,35.626554860276755
144,0.14227616200008697,-303.52,300.0,35.68923651494991
145,0.14315154800010532,-313.03,300.0,34.65664150607387
146,0.14399868300006347,-353.46,300.0,30.664806408942603
147,0.14481973500005552,-332.08,300.0,28.171784473801694
148,0.1456319290000465,-326.29,300.0,25.066958914684772
149,0.1464524160000451,-568.24,300.0,32.184993928693736
150,0.14730957900002295,-304.22,300.0,23.8468016628094
151,0.1481818680000515,-830.85,300.0,23.940256550253064
152,0.14951377700003832,-656.25,299.81,29.9806045003682
153,0.1503444880000302,-518.94,300.0,32.04693444166523
154,0.15118664100003798,-553.28,300.0,43.32455424141649
155,0.15214435000001458,-482.52,299.87,49.88420955125112
